Administrative,Informational,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Customer Name,City,State,Email,Weekend,total_duration,Revenue
0,0,5,0.032727273,0.033846154,0,0,Mar,2,5,5,5,Returning_Visitor,Janet Sanchez,Carriebury,Alabama,janet.sanchez@gmail.com,FALSE,488.5,Non-Buyers
6,0,59,0.002985075,0.011923715,8.567426866,0,Mar,2,4,2,2,Returning_Visitor,Willie Fowler,Lake Marissaport,Iowa,willie.fowler@gmail.com,TRUE,3361.37464,Buyers
0,0,6,0,0.033333333,0,0,Mar,1,1,5,3,Returning_Visitor,Angela Bowen,Silvaview,Idaho,angela.bowen@gmail.com,FALSE,84,Non-Buyers
0,0,2,0,0.1,0,0,Mar,2,2,5,1,Returning_Visitor,Melissa Conway,Danielport,Virginia,melissa.conway@gmail.com,FALSE,5,Non-Buyers
0,0,15,0.004444444,0.037777778,0,0,Nov,2,2,1,2,Returning_Visitor,Sandra Walton,North Andrea,Missouri,sandra.walton@gmail.com,FALSE,378.5,Non-Buyers
7,2,22,0,0.006190476,22.45821429,0,May,3,2,3,2,New_Visitor,Heather Baker,East Michael,West Virginia,heather.baker@gmail.com,FALSE,939.1666667,Buyers
3,0,89,0.002173913,0.012934783,40.51760545,0,Nov,2,2,1,3,Returning_Visitor,Natasha Lee,North Jordanberg,Pennsylvania,natasha.lee@gmail.com,FALSE,2619.806936,Buyers
9,0,43,0,0.009929078,30.66624113,0,May,1,2,5,2,Returning_Visitor,Brooke Kennedy,South Kennethborough,Utah,brooke.kennedy@gmail.com,FALSE,1070.448169,Buyers
4,0,27,0,0.007901235,0,0,Nov,1,1,5,3,Returning_Visitor,Susan Nelson,East Kaylafort,California,susan.nelson@gmail.com,FALSE,760.75,Non-Buyers
1,0,21,0,0.009090909,0,0,Aug,3,2,1,1,Returning_Visitor,Elizabeth Tucker,Scottfort,Missouri,elizabeth.tucker@gmail.com,TRUE,685.7,Non-Buyers
0,0,23,0,0.024242424,0,0.2,May,1,1,5,1,Returning_Visitor,Pamela Scott,New Ronald,Utah,pamela.scott@gmail.com,FALSE,1516.966667,Non-Buyers
0,2,72,0.002702703,0.017905405,0,0,Dec,2,2,1,2,Returning_Visitor,Samantha Owen,Thompsontown,Oregon,samantha.owen@gmail.com,FALSE,2420.053571,Non-Buyers
12,1,219,0.003312325,0.015735853,11.65798375,0,Nov,2,2,1,1,Returning_Visitor,Kristen Morgan,New Ryanberg,Utah,kristen.morgan@gmail.com,FALSE,7196.814508,Buyers
0,0,4,0,0.05,0,0.4,May,2,5,3,1,Returning_Visitor,James Vasquez,New Brian,Idaho,james.vasquez@gmail.com,FALSE,64,Non-Buyers
0,0,14,0,0.002380952,47.32661324,0,Oct,3,2,1,2,New_Visitor,Michelle Perez,Danielberg,Massachusetts,michelle.perez@gmail.com,FALSE,487.3209524,Buyers
5,0,32,0,0.00125,0,0,Dec,8,5,5,5,Other,Jerry Carroll,Kevinberg,Ohio,jerry.carroll@gmail.com,FALSE,1509.041667,Non-Buyers
2,0,20,0.02,0.051166667,0,0,Oct,1,1,1,3,Returning_Visitor,Rebecca Valdez,North Wandamouth,South Dakota,rebecca.valdez@gmail.com,FALSE,1095.333333,Non-Buyers
2,2,35,0.010810811,0.027027027,14.78162714,0,Nov,1,1,1,2,Returning_Visitor,Jose Rose,West Jamieland,Washington,jose.rose@gmail.com,TRUE,1264.964286,Buyers
0,0,40,0.006837607,0.028205128,0,0,Nov,2,2,1,3,Returning_Visitor,Melvin Hayes,Michaelfort,Florida,melvin.hayes@gmail.com,FALSE,974.0833333,Non-Buyers
0,0,4,0,0.05,0,0.4,May,2,2,3,1,Returning_Visitor,John Cooke,Rebeccatown,Ohio,john.cooke@gmail.com,FALSE,352,Non-Buyers
5,0,57,0.003278689,0.016721311,0,0,May,2,2,1,4,Returning_Visitor,Barbara Wolfe,South Ericfurt,Rhode Island,barbara.wolfe@gmail.com,FALSE,2928.466667,Non-Buyers
3,1,31.786971110565513,0,0.013076923,15.40042308,0,May,1,1,5,4,Returning_Visitor,Jerry Scott,Erinton,West Virginia,jerry.scott@gmail.com,FALSE,580.6631998325299,Non-Buyers
5,0,8,0,0.030769231,0,0,Mar,2,4,4,1,Returning_Visitor,Stephanie Kirby,South Meganmouth,Arkansas,stephanie.kirby@gmail.com,FALSE,698.1666667,Non-Buyers
1,1,88,0.004545455,0.020644542,0,0,Mar,2,2,1,2,Returning_Visitor,Amy Shields,New Katherinestad,Tennessee,amy.shields@gmail.com,FALSE,1800.775703,Non-Buyers
1,0,25,0.008333333,0.0375,0,0,Oct,2,2,3,1,Returning_Visitor,Jamie Wallace,Josephshire,Texas,jamie.wallace@gmail.com,FALSE,1183.506667,Non-Buyers
1,3,57,0,0.002259887,0,0,Nov,2,4,5,3,Returning_Visitor,Julie Alvarez,Nathanielfurt,Montana,julie.alvarez@gmail.com,FALSE,2284.744047,Non-Buyers
0,0,2,0,0.1,0,0,Mar,3,2,1,1,Returning_Visitor,Michael White,Brandonview,New Jersey,michael.white@gmail.com,FALSE,56,Non-Buyers
5,0,15,0,0.00625,81.334441,0,Dec,8,5,5,5,Other,Frank Long,Lake Kimberlyview,Wyoming,frank.long@gmail.com,FALSE,586.8333333,Buyers
2,4,2,0,0.00952381,0,0,Dec,1,1,3,5,New_Visitor,Kaitlyn Morton,Malloryburgh,Wyoming,kaitlyn.morton@gmail.com,TRUE,497.1666667,Non-Buyers
0,0,50,0,0.008746356,0,0.2,May,2,2,3,1,Returning_Visitor,Glen Gonzalez,Samanthabury,South Carolina,glen.gonzalez@gmail.com,FALSE,1735.595238,Non-Buyers
1,0.5029048359381393,0,0.2,0.2,5.903402354316805,0,Nov,1,1,3,5,Returning_Visitor,Pamela Wood,Davidchester,Virginia,pamela.wood@gmail.com,FALSE,0,Non-Buyers
0,0,10,0,0.018181818,17.29676376,0,Oct,2,2,5,2,New_Visitor,Anne Kelly,Port James,North Carolina,anne.kelly@gmail.com,TRUE,447.1333333,Buyers
2,0,13,0,0.026666667,0,0,May,2,2,4,3,New_Visitor,Roger Perez,Virginiastad,Florida,roger.perez@gmail.com,TRUE,279.5,Non-Buyers
1,0,26,0,0.022222222,0,0,Dec,4,2,3,2,Returning_Visitor,Joshua Nolan,Nguyenberg,Tennessee,joshua.nolan@gmail.com,FALSE,503.75,Non-Buyers
9,0,534,0.010856514,0.023309001,2.54795624,0,Nov,2,2,3,2,Returning_Visitor,April Myers,West Jennifer,Washington,april.myers@gmail.com,TRUE,18948.410932199997,Buyers
2,0,28,0,0.028888889,4.1976,0,May,2,2,5,1,Returning_Visitor,Nancy Harris,Thompsonfort,Utah,nancy.harris@gmail.com,FALSE,1317.75,Non-Buyers
1,0,82,0,0.002439024,0,1,May,2,2,4,2,Returning_Visitor,Michelle Sanchez,Wardville,New Hampshire,michelle.sanchez@gmail.com,TRUE,716.2996032,Non-Buyers
7,4,337,0.005228377,0.015719446,0,0,Nov,1,2,1,2,Returning_Visitor,Brenda Weber,Lake Emily,Mississippi,brenda.weber@gmail.com,FALSE,13487.93631,Non-Buyers
12,0,60,0.005970149,0.011984127,13.09154641,0,May,2,2,2,1,Returning_Visitor,Richard Brooks,South Christopher,Maryland,richard.brooks@gmail.com,FALSE,2245.7819237000003,Non-Buyers
0,0,3,0,0.066666667,0,0,Dec,2,4,1,2,Returning_Visitor,Eileen Nelson,New Yvonne,Arkansas,eileen.nelson@gmail.com,FALSE,58.5,Non-Buyers
3,0,190,0.00938918,0.020211611,0,0,Nov,2,2,1,2,Returning_Visitor,Jennifer Diaz,South Sheri,Ohio,jennifer.diaz@gmail.com,FALSE,6558.065753,Non-Buyers
0,0,37,0.005405405,0.023166023,0,0,Dec,2,2,5,3,Returning_Visitor,Kathleen Gardner,Lopezside,Colorado,kathleen.gardner@gmail.com,FALSE,854.55,Non-Buyers
0,0,8,0.025,0.05,0,0,May,2,4,1,3,Returning_Visitor,Nancy Torres,Markview,New York,nancy.torres@gmail.com,FALSE,140.5,Non-Buyers
0,0,62,0.060655738,0.080437158,0,1,May,3,2,3,5,Returning_Visitor,Kelly Bentley,Davistown,Illinois,kelly.bentley@gmail.com,TRUE,1471.858333,Non-Buyers
6,0,34,0.017647059,0.023340336,0,0,Dec,3,2,1,2,Returning_Visitor,Angela Rodriguez,New Nicole,Colorado,angela.rodriguez@gmail.com,FALSE,951.0273809999999,Non-Buyers
0,0,6,0,0.033333333,0,0,May,2,2,5,3,Returning_Visitor,Douglas Williams,Ericshire,Vermont,douglas.williams@gmail.com,FALSE,21,Non-Buyers
0,0,17,0.066666667,0.087037037,0,0.8,May,3,2,4,5,Returning_Visitor,Lisa Stevenson,North Victorchester,Vermont,lisa.stevenson@gmail.com,FALSE,287.5,Non-Buyers
2,0,51,0.001098901,0.016433566,0,0,Mar,2,2,1,5,Returning_Visitor,Russell Perez,North William,Mississippi,russell.perez@gmail.com,TRUE,1719.375,Non-Buyers
6,0,36,0.0125,0.018083333,21.39566828,0,Nov,1,1,1,2,Returning_Visitor,Bonnie Elliott,West Patriciabury,North Dakota,bonnie.elliott@gmail.com,FALSE,1987.660714,Buyers
0,0,23,0.086956522,0.092753623,0,0.6,May,3,2,2,3,Returning_Visitor,Colleen Carpenter,Mcfarlandchester,South Carolina,colleen.carpenter@gmail.com,FALSE,178.6,Non-Buyers
0,0,10,0,0.016666667,0,0,Nov,3,2,1,3,Returning_Visitor,Billy Acevedo,Lake Michaelville,Virginia,billy.acevedo@gmail.com,FALSE,109.1666667,Non-Buyers
7,6,40,0.008680556,0.024695767,0,0,Dec,1,1,3,2,Returning_Visitor,Preston Stevenson,Gabrielton,Kansas,preston.stevenson@gmail.com,FALSE,1612.550824,Non-Buyers
4,4,22,0.004365079,0.015583028,0,0,Aug,3,2,1,4,Returning_Visitor,Michael Gonzalez,Adamport,Tennessee,michael.gonzalez@gmail.com,FALSE,580.2734399,Non-Buyers
3,2,16,0,0.033333333,0,0,Nov,2,2,3,2,Returning_Visitor,Paul Morales,Port Roger,New Mexico,paul.morales@gmail.com,FALSE,1801.6,Buyers
3,3,76,0,0.004756098,3.200304878,0,May,4,1,5,2,Returning_Visitor,Dennis Moran,Veronicaberg,North Carolina,dennis.moran@gmail.com,TRUE,2453.288095,Non-Buyers
0,0,24,0,0.016666667,0,0,Nov,1,1,5,3,Returning_Visitor,Alyssa Carter,East Heather,Connecticut,alyssa.carter@gmail.com,FALSE,806.125,Non-Buyers
0,0,4,0,0.05,0,0,Dec,2,2,5,2,Returning_Visitor,Jamie Bradley,Dawnmouth,Illinois,jamie.bradley@gmail.com,FALSE,179.25,Non-Buyers
3,0,14,0,0.020416667,0,0.6,May,3,2,3,2,Returning_Visitor,Cathy Hickman,Diazfort,Kentucky,cathy.hickman@gmail.com,FALSE,277.2692308,Non-Buyers
3,0,41,0,0.003571429,0,0,May,3,2,1,2,Returning_Visitor,Zachary White,North Jennifer,Arkansas,zachary.white@gmail.com,TRUE,534.6833333,Non-Buyers
0,0,6,0,0.033333333,0,0,Dec,2,2,1,3,Returning_Visitor,Jeffrey Wallace,Port Marissa,Michigan,jeffrey.wallace@gmail.com,FALSE,166,Non-Buyers
0,0,4,0.05,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,David Richards,South Erik,Montana,david.richards@gmail.com,FALSE,331,Non-Buyers
0,0,49,0.008163265,0.034693878,0,0,Nov,2,2,5,1,Returning_Visitor,Jeffrey Maldonado,East Eugene,Massachusetts,jeffrey.maldonado@gmail.com,FALSE,2259.047619,Non-Buyers
0,0,7,0,0.028571429,0,0,Nov,2,4,4,2,New_Visitor,Austin Harris,Turnerstad,Colorado,austin.harris@gmail.com,TRUE,340.5,Non-Buyers
0,0,37,0,0.005555556,0,0,Oct,2,2,2,2,Returning_Visitor,Kayla Coleman,Jillview,Texas,kayla.coleman@gmail.com,TRUE,1530.006667,Non-Buyers
8,0,35,0,0.012017544,12.1225775,0,Oct,2,5,2,2,Returning_Visitor,Kevin Baldwin,Oconnorville,South Dakota,kevin.baldwin@gmail.com,FALSE,1570.683333,Buyers
0,0,1,0.2,0.2,0,0,Feb,1,1,3,4,Returning_Visitor,Todd Fischer,Lake Tracey,Alaska,todd.fischer@gmail.com,TRUE,0,Non-Buyers
2,0,9,0,0.018181818,0,0,Sep,2,2,1,5,Returning_Visitor,Frederick Peterson,Lake Jessicafurt,New Hampshire,frederick.peterson@gmail.com,FALSE,195.43333330000002,Non-Buyers
4,0,43,0.004761905,0.012581699,0,0,Nov,3,2,1,3,Returning_Visitor,Dillon Collins,Moniqueland,South Dakota,dillon.collins@gmail.com,FALSE,724.545635,Non-Buyers
0,0,5,0,0.04,0,0,Mar,2,2,2,1,Returning_Visitor,Kenneth Perez,Lake Richardmouth,Connecticut,kenneth.perez@gmail.com,FALSE,279,Non-Buyers
2,0.5029048359381393,28,0.015555556,0.015740741,111.5113802,0,Dec,1,1,5,2,Returning_Visitor,Kimberly Mccormick,South Debra,Texas,kimberly.mccormick@gmail.com,TRUE,1951.583333,Non-Buyers
4,0,21,0,0.015833333,5.903402354316805,0,Dec,1,1,1,5,Returning_Visitor,Jacqueline Gardner,Debrahaven,Illinois,jacqueline.gardner@gmail.com,FALSE,965.25,Non-Buyers
8,3,68,0.002702703,0.021846847,6.693658292,0,Dec,2,1,1,2,Returning_Visitor,Vernon Morales,Crystalport,Nebraska,vernon.morales@gmail.com,FALSE,2001.6904766999999,Buyers
3,1,105,0.009433962,0.021263103,0,0,May,2,2,5,4,Returning_Visitor,Joshua Campbell,Lake Carmen,Georgia,joshua.campbell@gmail.com,TRUE,2922.971802,Non-Buyers
1,3,23,0,0.007407407,0,0,Sep,2,2,5,4,Returning_Visitor,Melissa Martinez,Melissaborough,New York,melissa.martinez@gmail.com,FALSE,770.5666666999999,Non-Buyers
0,0,1,0.2,0.2,0,0,May,2,2,5,4,Returning_Visitor,Melissa Mccormick,South Brian,Oregon,melissa.mccormick@gmail.com,FALSE,0,Non-Buyers
4,0,25,0,0.027572016,5.167133333,0,May,3,2,2,2,Returning_Visitor,Jorge Herrera,Martinezbury,New Jersey,jorge.herrera@gmail.com,FALSE,906.2261905,Buyers
3,0,42,0,0.008888889,0,0,Aug,2,4,1,3,Returning_Visitor,Vanessa Brown,West Stephaniebury,Idaho,vanessa.brown@gmail.com,FALSE,1413.12,Non-Buyers
0,0,8,0.025,0.075,0,0,Mar,3,2,1,3,Returning_Visitor,Harold Contreras,East George,California,harold.contreras@gmail.com,FALSE,244,Non-Buyers
0,0,14,0,0.007142857,0,0,Mar,2,2,1,3,Returning_Visitor,Darren Taylor,Roseport,New York,darren.taylor@gmail.com,FALSE,2425,Non-Buyers
0,0,3,0,0.066666667,0,0,May,2,2,3,1,Returning_Visitor,Lisa Peck,South James,Texas,lisa.peck@gmail.com,FALSE,34,Non-Buyers
8,7,340,0.001713207,0.015734957,0,0,Nov,2,2,1,2,Returning_Visitor,Juan Green,Lisamouth,Oklahoma,juan.green@gmail.com,FALSE,11303.633259999999,Non-Buyers
0,0,20,0,0.01,0,0,Feb,2,4,4,4,Returning_Visitor,Brenda Gates,Herringville,Montana,brenda.gates@gmail.com,FALSE,2981.166667,Non-Buyers
1,0,37,0.001851852,0.040162037,0,0,Nov,2,4,3,5,Returning_Visitor,Spencer Soto,North Lindatown,Florida,spencer.soto@gmail.com,TRUE,1701.093939,Non-Buyers
11,0,16,0,0.013636364,10.78136364,0,Mar,1,1,2,3,Returning_Visitor,Carolyn George,Fisherchester,Ohio,carolyn.george@gmail.com,FALSE,3490.424242,Non-Buyers
9,2,146,0.007792208,0.016586922,8.597486055,0,Dec,2,2,5,2,Returning_Visitor,Robert Mcpherson,Michaelside,New Mexico,robert.mcpherson@gmail.com,TRUE,3472.1195811000002,Non-Buyers
0,0,8,0,0.014285714,59.988,0,May,2,2,1,2,New_Visitor,Jaime Elliott,Hamiltonmouth,Massachusetts,jaime.elliott@gmail.com,FALSE,123,Buyers
0,0,10,0,0.022222222,0,0,May,1,5,5,5,New_Visitor,Dwayne Jones,Kimberlyborough,Rhode Island,dwayne.jones@gmail.com,FALSE,466.5,Non-Buyers
4,2,16,0.00952381,0.00952381,0,0,Nov,3,2,5,2,New_Visitor,Ian Rodriguez,East Joshualand,Connecticut,ian.rodriguez@gmail.com,TRUE,548.8541667,Non-Buyers
8,0,16,0,0.007843137,0,0,Oct,2,2,3,1,Returning_Visitor,Daniel Wright,West Geraldberg,Arizona,daniel.wright@gmail.com,FALSE,254.7333333,Non-Buyers
0,0,17,0.0125,0.01875,0,0,Nov,3,2,5,5,Returning_Visitor,Vincent Wright,Pamelaborough,Ohio,vincent.wright@gmail.com,FALSE,349.375,Non-Buyers
0,0,3,0.066666667,0.133333333,0,0,Jun,3,2,1,1,Returning_Visitor,Justin Johnson,Davidside,Nevada,justin.johnson@gmail.com,FALSE,31.2,Non-Buyers
2.321814608581723,0,2,0.066666667,0.166666667,5.903402354316805,0,Dec,1,1,4,3,Returning_Visitor,Timothy Romero,West Richard,Idaho,timothy.romero@gmail.com,FALSE,135.5,Non-Buyers
0,0,49,0,0.004081633,62.93549178,0,Nov,2,2,1,5,Returning_Visitor,Jason Weaver,North Jefferyside,North Carolina,jason.weaver@gmail.com,FALSE,2110.124603,Buyers
0,0,10,0.02,0.06,0,0.8,May,2,4,3,1,Returning_Visitor,Mary Mcguire,Morganbury,Delaware,mary.mcguire@gmail.com,FALSE,611,Non-Buyers
4,0,35,0,0.005882353,0,0,Mar,2,2,3,2,New_Visitor,Bradley George,South Kevin,Oregon,bradley.george@gmail.com,FALSE,1143,Non-Buyers
0,0,8,0,0.025,0,0,Mar,2,2,5,5,Returning_Visitor,Michael Dunn,Christianton,New Mexico,michael.dunn@gmail.com,FALSE,481.1666667,Non-Buyers
0,0,2,0.2,0.2,0,0.4,May,1,1,3,3,Returning_Visitor,Katherine Thomas,New Janicemouth,Kansas,katherine.thomas@gmail.com,FALSE,0,Non-Buyers
6,0,19,0.024242424,0.032223645,19.39995042,0,Sep,2,2,3,1,Returning_Visitor,Jared Carr,North Scotttown,Nevada,jared.carr@gmail.com,TRUE,417.2740476,Non-Buyers
3,2,39,0.01533101,0.039562226,5.606382766,0,Nov,3,2,5,2,Returning_Visitor,Bradley Frederick,North Joanneshire,Wisconsin,bradley.frederick@gmail.com,FALSE,1549.283333,Non-Buyers
5,0,28,0,0.022427035,0,0,Dec,3,2,5,3,Returning_Visitor,Ashley Meza,West Jeffrey,Nebraska,ashley.meza@gmail.com,FALSE,1251.125,Non-Buyers
2.321814608581723,0,15,0,0.021875,0,0,Mar,4,1,1,5,Returning_Visitor,Lauren Solis,Bettyfurt,Washington,lauren.solis@gmail.com,FALSE,826,Non-Buyers
0,0,3,0.2,0.2,0,0,Nov,1,5,5,1,Returning_Visitor,Natalie Martinez,Boltonstad,New York,natalie.martinez@gmail.com,TRUE,0,Non-Buyers
0,0,40,0.005128205,0.029795821,0,0,Mar,3,2,1,2,Returning_Visitor,Natasha Porter,Flowersbury,Nebraska,natasha.porter@gmail.com,FALSE,1530.248485,Non-Buyers
3,0,4,0,0.016666667,0,0,Mar,3,2,5,1,New_Visitor,Meghan Hardy,Pereztown,Virginia,meghan.hardy@gmail.com,FALSE,252.8333333,Non-Buyers
0,4,25,0.007142857,0.02202381,0,0,Nov,1,1,1,5,Returning_Visitor,Whitney Parker,North Jenniferland,Delaware,whitney.parker@gmail.com,FALSE,620.2930403,Buyers
0,0,2,0,0.1,0,0,Sep,2,2,1,2,Returning_Visitor,Eric Rogers,Heatherfort,Florida,eric.rogers@gmail.com,FALSE,34.2,Non-Buyers
0,0,2,0,0.1,0,0,Nov,2,2,2,2,Returning_Visitor,Christina Robinson,North Yvetteville,Vermont,christina.robinson@gmail.com,FALSE,4,Non-Buyers
2,0,12,0,0.014285714,32.02714286,0,May,2,2,1,2,Returning_Visitor,Michael Reed,Toddmouth,Arizona,michael.reed@gmail.com,FALSE,909.5,Buyers
0,0,9,0.022222222,0.074074074,0,0,Jun,1,1,2,3,Returning_Visitor,Benjamin Smith,West Rebeccachester,Utah,benjamin.smith@gmail.com,TRUE,145.9,Non-Buyers
0,0,30,0.013333333,0.031111111,0,0,Mar,2,4,1,3,Returning_Visitor,Angela Kelly,Olsonton,Ohio,angela.kelly@gmail.com,FALSE,1791.7,Non-Buyers
0,0,77,0.003070175,0.023099415,0,0,Mar,4,1,1,2,Returning_Visitor,Richard Li,New Michael,Arkansas,richard.li@gmail.com,FALSE,4346.541667,Non-Buyers
0,0,1,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,Jeffrey Diaz,Lake Emily,Florida,jeffrey.diaz@gmail.com,FALSE,0,Non-Buyers
1,0,25,0,0.004166667,0,0.8,May,2,2,1,2,New_Visitor,Sheri Henry,Jenniferburgh,Arkansas,sheri.henry@gmail.com,FALSE,410.3571429,Non-Buyers
0,0,4,0,0.05,0,0,Nov,2,5,1,2,Returning_Visitor,Tony Campos,West Harry,Idaho,tony.campos@gmail.com,FALSE,47.5,Non-Buyers
9,7,113,0.004032258,0.016482015,0,0,Nov,2,2,2,2,Returning_Visitor,Lauren Frank,Lake Stefanieside,Arkansas,lauren.frank@gmail.com,FALSE,4148.0627552999995,Buyers
2,2,15,0.01,0.026666667,15.39534668,0,Dec,2,2,3,2,Returning_Visitor,Emily Perez,West Brianview,Delaware,emily.perez@gmail.com,FALSE,922.875,Non-Buyers
0,0,9,0.04,0.058,0,0,May,3,2,5,3,Returning_Visitor,Dustin Jackson,Millermouth,Utah,dustin.jackson@gmail.com,FALSE,148.3333333,Non-Buyers
8,0,58,0,0.008231293,12.80819078,0,Dec,2,2,2,1,Returning_Visitor,Adam Dominguez,Port Angela,Texas,adam.dominguez@gmail.com,TRUE,1696.898809,Non-Buyers
6,0,187,0.003076923,0.024062504,2.122731861,0,Nov,2,4,1,2,Returning_Visitor,Brandon Santana,Williamsmouth,Pennsylvania,brandon.santana@gmail.com,FALSE,6414.569136,Non-Buyers
1,2,14,0,0.001904762,0,0,May,2,2,5,2,New_Visitor,Steven Peterson,Lisaburgh,North Dakota,steven.peterson@gmail.com,FALSE,1181.333333,Non-Buyers
0,0,4,0,0.016666667,0,0,Mar,2,2,5,2,Returning_Visitor,Jonathan Duncan,New Sandraview,Ohio,jonathan.duncan@gmail.com,FALSE,49.5,Non-Buyers
0,2,31.786971110565513,0,0.008333333,0,0,Dec,1,1,5,1,Returning_Visitor,Elizabeth Howard,Tracymouth,Maryland,elizabeth.howard@gmail.com,TRUE,1966.0503809667512,Non-Buyers
7,1,15,0.010526316,0.019298246,0,0,Dec,1,1,3,2,New_Visitor,John Morris,South Vincentchester,Rhode Island,john.morris@gmail.com,FALSE,1189.25,Buyers
1,3,79,0,0.015691057,0,0,May,2,2,3,2,Returning_Visitor,Erin Rose,West Richard,New Jersey,erin.rose@gmail.com,TRUE,1639.972222,Non-Buyers
3,0,24,0,0.023076923,0,0,Jun,2,2,4,5,Returning_Visitor,Sandra Miller,South Samanthaville,Georgia,sandra.miller@gmail.com,FALSE,1020.383333,Non-Buyers
0,0,39,0,0.012820513,0,0,Sep,4,2,1,4,Returning_Visitor,Brenda Jimenez,New Feliciamouth,Nevada,brenda.jimenez@gmail.com,FALSE,794.16,Non-Buyers
1,4,248,0.004316069,0.015735624,1.26665917,0,Nov,2,2,1,2,Returning_Visitor,Stephen Wiley,North Dianechester,Iowa,stephen.wiley@gmail.com,FALSE,7817.873742,Buyers
2,0,17,0,0.050980392,0,0,Nov,2,2,1,1,Returning_Visitor,Jill Ross,Kennethland,Utah,jill.ross@gmail.com,FALSE,1236.75,Non-Buyers
1,0,11,0.016666667,0.033333333,55.485,0,May,2,4,4,2,Returning_Visitor,Jodi Johnson,Owensfurt,Montana,jodi.johnson@gmail.com,FALSE,520.75,Buyers
1,0,10,0.036363636,0.045454545,0,0,May,2,2,4,1,Returning_Visitor,Eric Brooks,Amyville,Washington,eric.brooks@gmail.com,FALSE,126,Non-Buyers
0,0,18,0,0.020833333,0,0.6,May,2,5,1,4,Returning_Visitor,Christine Sutton,Eatonfurt,Georgia,christine.sutton@gmail.com,FALSE,1217.85,Non-Buyers
3,2,93,0,0.026687598,0,0,Sep,2,2,5,2,Returning_Visitor,Brooke Owens,New Elizabeth,Virginia,brooke.owens@gmail.com,FALSE,6902.233333,Buyers
6,0,13,0,0.012631579,0,0,Dec,1,1,1,3,New_Visitor,Deborah Gates,Port William,Louisiana,deborah.gates@gmail.com,FALSE,229.4166667,Non-Buyers
0,0,7,0.028571429,0.023809524,0,0.4,Feb,4,1,3,3,Returning_Visitor,Kimberly Elliott,Taylortown,Alaska,kimberly.elliott@gmail.com,FALSE,337.5,Non-Buyers
1,0,35,0.017142857,0.035442177,8.435206908,0,Sep,1,1,1,2,Returning_Visitor,Amber Miller,Ramirezview,Illinois,amber.miller@gmail.com,TRUE,970.8879221000001,Non-Buyers
0,3,31.786971110565513,0.04,0.07,0,0,May,1,1,2,3,Returning_Visitor,Kimberly Little,Jessicamouth,Alaska,kimberly.little@gmail.com,FALSE,180,Non-Buyers
0,0,16,0.028571429,0.057142857,0,0,Oct,2,2,1,1,Returning_Visitor,Brittany Howard,Davidport,Rhode Island,brittany.howard@gmail.com,FALSE,690.3133333,Non-Buyers
6,0,52,0.013095238,0.020257937,0,0,Sep,3,2,3,5,Returning_Visitor,Carla Hughes,North Davidport,New Hampshire,carla.hughes@gmail.com,FALSE,1334.3761900000002,Non-Buyers
8,0,10,0,0.006060606,0,0,Mar,1,1,3,2,Returning_Visitor,Kimberly Mills,Johnburgh,Kansas,kimberly.mills@gmail.com,FALSE,370,Non-Buyers
3,0,18,0,0.010884354,0,0,Jul,2,2,5,2,Returning_Visitor,Emily Jackson,Johnsonburgh,Nebraska,emily.jackson@gmail.com,TRUE,967.5,Non-Buyers
0,0,98,0.006122449,0.027110844,0,0,Dec,2,2,1,2,Returning_Visitor,Sean Clark,Jeffreymouth,Minnesota,sean.clark@gmail.com,FALSE,3986.789646,Non-Buyers
1,0,13,0.014285714,0.051190476,0,0,Nov,1,1,5,5,Returning_Visitor,Karen Porter,North Nataliemouth,Maine,karen.porter@gmail.com,FALSE,867.8333333,Buyers
0,0,23,0,0.026086957,0,0.8,May,3,2,2,5,Returning_Visitor,Tracy Carson,South Valerie,Tennessee,tracy.carson@gmail.com,FALSE,790.1666667,Non-Buyers
0,0,1,0.2,0.2,0,0,Dec,2,2,2,3,Returning_Visitor,Melissa Long,Walkerfort,Nevada,melissa.long@gmail.com,FALSE,0,Non-Buyers
2,0,18,0,0.005263158,0,0,Mar,2,2,4,2,Returning_Visitor,James Hernandez,North Danielview,New Mexico,james.hernandez@gmail.com,TRUE,539.202381,Non-Buyers
5,1,8,0,0.02,0,0,Aug,4,1,3,1,New_Visitor,Kyle Woods,Jasonland,South Carolina,kyle.woods@gmail.com,TRUE,163.33333333000002,Non-Buyers
0,0,9,0.044444444,0.103703704,0,0,Oct,2,2,3,4,Returning_Visitor,Christian Wagner,Barkerborough,New Jersey,christian.wagner@gmail.com,TRUE,125.2666667,Non-Buyers
0,0,6,0,0.016666667,0,0,Mar,1,1,1,3,Returning_Visitor,Alicia Turner,North Katherinestad,Virginia,alicia.turner@gmail.com,TRUE,236.5,Non-Buyers
1,1,50,0.013,0.044,0,0,Dec,2,2,2,2,Returning_Visitor,Hannah Johnson,Vaughnport,Utah,hannah.johnson@gmail.com,TRUE,1539.459091,Non-Buyers
1,0,7,0,0.025,0,0,Mar,2,2,3,3,New_Visitor,Shane Harvey,East Cindy,Nebraska,shane.harvey@gmail.com,FALSE,187.5,Non-Buyers
